sample(leafValue( Vout_cap "Cboot" 2e-13 ) 600n 512.6u "linear" 500n ) X,sample(leafValue( Vout_cap "Cboot" 2e-13 ) 600n 512.6u "linear" 500n ) Y
9.26e-05,-0.5234067213249364
9.31e-05,0.5795980452895313
9.36e-05,-0.6320935619402256
9.41e-05,0.6805645115642032
9.46e-05,-0.7247036004502029
9.509999999999999e-05,0.7642075838472964
9.559999999999999e-05,-0.7988643452827365
9.609999999999999e-05,0.8284389121849984
9.66e-05,-0.8527748322458746
9.71e-05,0.8716660102632379
9.76e-05,-0.8850284798614818
9.81e-05,0.892735378996534
9.86e-05,-0.8948155298201601
9.91e-05,0.8911879106689239
9.96e-05,-0.8818791216265913
0.0001001,0.867017550837628
0.0001006,-0.846574128652765
0.0001011,0.8206896391326869
0.0001016,-0.7897750003098546
0.0001021,0.7536856815754207
0.0001026,-0.7128153241156275
0.0001031,0.6675123117404409
0.0001036,-0.617827117405524
0.0001041,0.5642831587754432
0.0001046,-0.5071410468951978
0.0001051,0.4468643901099255
0.0001056,-0.3836024290905689
0.0001061,0.3178925867131798
0.0001066,-0.250331155658481
0.0001071,0.1810033377000638
0.0001076,-0.1106036931381716
0.0001081,0.03942121169485964
0.0001086,0.03183029744719271
0.0001091,-0.1031226395410604
0.0001096,0.173629934861564
0.0001101,-0.2429597494311624
0.0001106,0.3107754828775044
0.0001111,-0.3767428842016413
0.0001116,0.4402155164713846
0.0001121,-0.5009185563394806
0.0001126,0.5584061630931408
0.0001131,-0.6123598265135519
0.0001136,0.6624174878190606
0.0001141,-0.7082484567316473
0.0001146,0.749575867823406
0.0001151,-0.7861238342911913
0.0001156,0.8176919221577835
0.0001161,-0.8440553212860501
0.0001166,0.8650480981129806
0.0001171,-0.8805502005320915
0.0001176,0.8904716611215494
0.0001181,-0.8946812502700833
0.0001186,0.8932250657083377
0.0001191,-0.8861614639592232
0.0001196,0.8734000170510841
0.0001201,-0.8550555788789932
0.0001206,0.8313521560078873
0.0001211,-0.8023098457722057
0.0001216,0.768124529935856
0.0001221,-0.7290277639245575
0.0001226,0.6854931478762381
0.0001231,-0.6373960019522722
0.0001236,0.5853253752186299
0.0001241,-0.5295253390967646
0.0001246,0.4703854179911587
0.0001251,-0.4082025201586513
0.0001256,0.3434086814642803
0.0001261,-0.2764162401617101
0.0001266,0.2078296064678891
0.0001271,-0.1377198885459982
0.0001276,0.06683473330745768
0.0001281,0.004575549328943061
0.0001286,-0.07570369325169986
0.0001291,0.1466002630346264
0.0001296,-0.2163860037028195
0.0001301,0.2848787266581213
0.0001306,-0.3516024744627173
0.0001311,0.4160582986670936
0.0001316,-0.4779268419307722
0.0001321,0.5366840771666817
0.0001326,-0.5920536177797706
0.0001331,0.6436485950329165
0.0001336,-0.6911431018473454
0.0001341,0.7342395681984527
0.0001346,-0.7726415877577868
0.0001351,0.8061268335359838
0.0001356,-0.8345287595710691
0.0001361,0.8576198024674231
0.0001366,-0.8752441993269615
0.0001371,0.8873272325028336
0.0001376,-0.893723494790179
0.0001381,0.894455770596483
0.0001386,-0.8895464108173201
0.0001391,0.8789457599813754
0.0001396,-0.862738205532207
0.0001401,0.8411050245687185
0.0001406,-0.8140913164147415
0.0001411,0.7818985557322331
0.0001416,-0.7447233990183268
0.0001421,0.7027860733275306
0.0001426,-0.6564499242202264
0.0001431,0.605808827818558
0.0001436,-0.5514056552375792
0.0001441,0.493551269217637
0.0001446,-0.4323629758878343
0.0001451,0.3686373355809662
0.0001456,-0.3024461087634013
0.0001461,0.2344468497884714
0.0001466,-0.1648148031685312
0.0001471,0.09420170660685528
0.0001476,-0.02293236128044131
0.0001481,-0.04831086970190113
0.0001486,0.1194199666121994
0.0001491,-0.1896488267663521
0.0001496,0.2588183247716777
0.0001501,-0.3261797986775608
0.0001506,0.3916238154087436
0.0001511,-0.4544826179433861
0.0001516,0.5144876756462115
0.0001521,-0.5711858536336593
0.0001526,0.6242703812778327
0.0001531,-0.6733844348841496
0.0001536,0.718190879728567
0.0001541,-0.7584393151321391
0.0001546,0.7938576087734717
0.0001551,-0.8242458542486485
0.0001556,0.8493828045873778
0.0001561,-0.8691167746869971
0.0001566,0.8833363104393065
0.0001571,-0.891956879240462
0.0001576,0.8948606464240765
0.0001581,-0.8921162786534725
0.0001586,0.8836516366342438
0.0001591,-0.8696530534093649
0.0001596,0.8500628129171768
0.0001601,-0.8250002699188377
0.0001606,0.7948778595307966
0.0001611,-0.7595461216779479
0.0001616,0.7193671988512722
0.0001621,-0.6747983388678459
0.0001626,0.6257250285219631
0.0001631,-0.5727664821237867
0.0001636,0.5161506827110512
0.0001641,-0.4562281771327518
0.0001646,0.3935084391720051
0.0001651,-0.3281422820217385
0.0001656,0.2608664152183746
0.0001661,-0.191758041657714
0.0001666,0.1215043272298268
0.0001671,-0.05040665706449859
0.0001676,-0.02084462296457836
0.0001681,0.09225566137876577
0.0001686,-0.1628332401496223
0.0001691,0.2324016356797547
0.0001696,-0.3004505759216178
0.0001701,0.3667509023404729
0.0001706,-0.4306197384565477
0.0001711,0.4917775571213891
0.0001716,-0.5497799482733794
0.0001721,0.6043083062291833
0.0001726,-0.6549843673803233
0.0001731,0.7014856690947476
0.0001736,-0.7435252959720053
0.0001741,0.7808190237670471
0.0001746,-0.8131687592223337
0.0001751,0.8403448228445629
0.0001756,-0.862173180504645
0.0001761,0.8785266857927307
0.0001766,-0.8893156566681167
0.0001771,0.8943953378916513
0.0001776,-0.8938094245070145
0.0001781,0.8876149820509061
0.0001786,-0.8757164209607115
0.0001791,0.858222897869048
0.0001796,-0.8353488209929886
0.0001801,0.8071133408314346
0.0001806,-0.773700058699609
0.0001811,0.7353291931069091
0.0001816,-0.6924950340415508
0.0001821,0.6450219608354719
0.0001826,-0.5935847766977709
0.0001831,0.5383363091488923
0.0001836,-0.4797031820505953
0.0001841,0.4178521171823407
0.0001846,-0.3535353506677312
0.0001851,0.2868598524904829
0.0001856,-0.2185061611586149
0.0001861,0.1485816687797872
0.0001866,-0.07778041513424963
0.0001871,0.006432511705000143
0.0001876,0.06474189719477087
0.0001881,-0.1358089021344364
0.0001886,0.2059175589668874
0.0001891,-0.2744440833309519
0.0001896,0.3414721266717198
0.0001901,-0.4063714214481009
0.0001906,0.468602755482728
0.0001911,-0.5278525307592287
0.0001916,0.5837729986654006
0.0001921,-0.6359694369609222
0.0001926,0.6841160335075178
0.0001931,-0.7279094964014584
0.0001936,0.7670446243968322
0.0001941,-0.8013224639452836
0.0001946,0.8305000234770175
0.0001951,-0.8544211525714637
0.0001956,0.8728915381752615
0.0001961,-0.8858347603130795
0.0001966,0.8930982991804135
0.0001971,-0.8947266946458799
0.0001976,0.890678221237489
0.0001981,-0.8809341459997
0.0001986,0.8655488685300951
0.0001991,-0.8447827184030051
0.0001996,0.818488466562226
0.0002001,-0.7871790375491153
0.0002006,0.7507133651199185
0.0002011,-0.7094907356899546
0.0002016,0.6638501594171204
0.0002021,-0.6138438917562943
0.0002026,0.5600173529908012
0.0002031,-0.5026144467040019
0.0002036,0.4420944166057142
0.0002041,-0.3786279969412844
0.0002046,0.3127485301595161
0.0002051,-0.2450398799045919
0.0002056,0.1756151215065572
0.0002061,-0.1051450002375796
0.0002066,0.03392633519820341
0.0002071,0.03732284723584874
0.0002076,-0.1085813568990542
0.0002081,0.1788947373564306
0.0002086,-0.2482794896277196
0.0002091,0.3159655642614607
0.0002096,-0.3817177022932837
0.0002101,0.4449886280752789
0.0002106,-0.5054611308038526
0.0002111,0.5626876107649343
0.0002116,-0.6163525497461496
0.0002121,0.6661044595594428
0.0002126,-0.7115884649033226
0.0002131,0.7525588771675116
0.0002136,-0.7887312672157494
0.0002141,0.8199074344121855
0.0002146,-0.8458629935311414
0.0002151,0.8664368792003722
0.0002156,-0.8815123513333896
0.0002161,0.8910002298403045
0.0002166,-0.8947742809931157
0.0002171,0.8929305201075002
0.0002176,-0.8853840321331913
0.0002181,0.8721925082946284
0.0002186,-0.8534230290333411
0.0002191,0.8293054694333734
0.0002196,-0.7998612949146476
0.0002201,0.7652936934037107
0.0002206,-0.7258345833319533
0.0002211,0.6819531932870241
0.0002216,-0.6335322933904706
0.0002221,0.5811642139742976
0.0002226,-0.5250881387165754
0.0002231,0.465700071983325
0.0002236,-0.4033092433352555
0.0002241,0.3383436868797922
0.0002246,-0.2711783756221621
0.0002251,0.2024796250857913
0.0002256,-0.1322841077431533
0.0002261,0.06135012635910939
0.0002266,0.01007916489847687
0.0002271,-0.08118024633638887
0.0002276,0.1520743422280339
0.0002281,-0.2217137647182439
0.0002286,0.2900802214012959
0.0002291,-0.356647735663646
0.0002296,0.4209126968654487
0.0002301,-0.4825632357753436
0.0002306,0.5410694561880257
0.0002311,-0.5961610280824292
0.0002316,0.6474542743483329
0.0002321,-0.6946169092473423
0.0002326,0.7373626442490825
0.0002331,-0.7753967356966583
0.0002336,0.8084957741090724
0.0002341,-0.8364955944344953
0.0002346,0.8591707763342067
0.0002351,-0.8763712734283926
0.0002356,0.8880234305913692
0.0002361,-0.8939860355652095
0.0002366,0.8942702431460178
0.0002371,-0.8889352211148335
0.0002376,0.8779021109659066
0.0002381,-0.8612709115508754
0.0002386,0.8392174132639885
0.0002391,-0.8117951021988526
0.0002396,0.7790829795533513
0.0002401,-0.7415236254489802
0.0002406,0.6993948134190144
0.0002411,-0.6525611422814011
0.0002416,0.6017563163722762
0.0002421,-0.54706879602824
0.0002426,0.488953220981677
0.0002431,-0.4275456248605999
0.0002436,0.3636215606795398
0.0002441,-0.2972613171427938
0.0002446,0.2291377004128677
0.0002451,-0.159405609552369
0.0002456,0.08873125302927574
0.0002461,-0.0174348221771013
0.0002466,-0.05379648494689277
0.0002471,0.1249314232644479
0.0002476,-0.1951968681040288
0.0002481,0.2640731861715153
0.0002486,-0.3312902934632537
0.0002491,0.3965547965692274
0.0002496,-0.4592053975882856
0.0002501,0.5189727664823094
0.0002506,-0.5754022109698861
0.0002511,0.6281938577957467
0.0002516,-0.6769872721964811
0.0002521,0.7214514855165665
0.0002526,-0.7613379168559959
0.0002531,0.7963760726988157
0.0002536,-0.8263459863505156
0.0002541,0.8510948314227937
0.0002546,-0.8704077166882996
0.0002551,0.8841989469325128
0.0002556,-0.8923848215090686
0.0002561,0.894854047654134
0.0002566,-0.891664353548324
0.0002571,0.8827847324256992
0.0002576,-0.8683507149969228
0.0002581,0.8483347724941298
0.0002586,-0.8228604746248204
0.0002591,0.7923411321282496
0.0002596,-0.7566297033615358
0.0002601,0.7160939296929382
0.0002606,-0.6711498476370668
0.0002611,0.6217874019631394
0.0002616,-0.5685402616692857
0.0002621,0.5116556927337313
0.0002626,-0.4514900654592777
0.0002631,0.3885625670032383
0.0002636,-0.3230235532917501
0.0002641,0.2556035854652193
0.0002646,-0.1863843725798547
0.0002651,0.1160561359796381
0.0002656,-0.04491470465246945
0.0002661,-0.02633798073766807
0.0002666,0.09759181008575848
0.0002671,-0.1682347498649834
0.0002676,0.2377037207416942
0.0002681,-0.3056186292920535
0.0002686,0.3717538410957475
0.0002691,-0.4354258522189997
0.0002696,0.4963574737395829
0.0002701,-0.5541035935676478
0.0002706,0.6083471383355874
0.0002711,-0.658713398981073
0.0002716,0.7048803684754957
0.0002721,-0.7465646414791044
0.0002726,0.7834862438480888
0.0002731,-0.8154455278465242
0.0002736,0.8422158844887332
0.0002741,-0.8636268512455643
0.0002746,0.8795549344755186
0.0002751,-0.8899095766403904
0.0002756,0.8945550220665325
0.0002761,-0.8935320828796645
0.0002766,0.8869053967379215
0.0002771,-0.8745747587980722
0.0002776,0.8566558317654632
0.0002781,-0.8333676947831892
0.0002786,0.8047272795154123
0.0002791,-0.7709269313003441
0.0002796,0.7321926112165192
0.0002801,-0.6890069179334181
0.0002806,0.6412343256241131
0.0002811,-0.5894660224857513
0.0002816,0.5339398178825346
0.0002821,-0.4750518931732104
0.0002826,0.4130851679644891
0.0002831,-0.3484792987787326
0.0002836,0.2816430989048123
0.0002841,-0.213172212184501
0.0002846,0.1431535139760338
0.0002851,-0.07230067812036459
0.0002856,0.0009284228757316438
0.0002861,0.07022420797727978
0.0002866,-0.1411750111241946
0.0002871,0.2110323246563372
0.0002876,-0.2796668638279615
0.0002881,0.3465438696712941
0.0002886,-0.4112569096291556
0.0002891,0.4732737122448448
0.0002896,-0.5322784029920685
0.0002901,0.5879246957906088
0.0002906,-0.6398211492211043
0.0002911,0.6876417092860405
0.0002916,-0.7310878217246788
0.0002921,0.7698573426349443
0.0002926,-0.803727415829805
0.0002931,0.8325302707185931
0.0002936,-0.8560365740131055
0.0002941,0.8740842786932235
0.0002946,-0.8865976560772423
0.0002951,0.8934277399902909
0.0002956,-0.8946098577520604
0.0002961,0.8901345196110271
0.0002966,-0.8799563020471985
0.0002971,0.8641534223618972
0.0002976,-0.8429609232034984
0.0002981,0.816308431919519
0.0002986,-0.784553380383455
0.0002991,0.7477125395809265
0.0002996,-0.7061417971802023
0.0003001,0.6601623236875245
0.0003006,-0.6098391763425753
0.0003011,0.5557221756296321
0.0003016,-0.4981303730327586
0.0003021,0.4371597035073099
0.0003026,-0.3736395011276041
0.0003031,0.3076182031476535
0.0003036,-0.2397471613647232
0.0003041,0.1702178034303868
0.0003046,-0.09966881090344593
0.0003051,0.02842989439400898
0.0003056,0.04288396147691627
0.0003061,-0.1140049395198949
0.0003066,0.1842753014932633
0.0003071,-0.2535537421645175
0.0003076,0.321056269977018
0.0003081,-0.3866780353771776
0.0003086,0.449744745285292
0.0003091,-0.5099840730910566
0.0003096,0.5669476908148975
0.0003101,-0.6203232742982663
0.0003106,0.6697561416847779
0.0003111,-0.7149031703347789
0.0003116,0.7555137588581206
0.0003121,-0.7913093230085303
0.0003126,0.8220922231079464
0.0003131,-0.8476388398782659
0.0003136,0.8677931403255243
0.0003141,-0.8824403158056086
0.0003146,0.8914953702826166
0.0003151,-0.8948340922235646
0.0003156,0.8925274406391448
0.0003161,-0.8844832231170877
0.0003166,0.8709527725071926
0.0003171,-0.8517587796805605
0.0003176,0.8272273996119978
0.0003181,-0.7973840677726592
0.0003186,0.7624340282873452
0.0003191,-0.7226140906448845
0.0003196,0.678388048537606
0.0003201,-0.6296410566049979
0.0003206,0.5769773674508649
0.0003211,-0.5206303095683674
0.0003216,0.4609424229205318
0.0003221,-0.3984396565997396
0.0003226,0.333249399237097
0.0003231,-0.2659286498870868
0.0003236,0.197122429106545
0.0003241,-0.1269480142398085
0.0003246,0.055863455077088
0.0003251,0.0153516208467831
0.0003256,-0.086786478886105
0.0003261,0.1574525802862164
0.0003266,-0.2270526227786396
0.0003271,0.2952707785204344
0.0003276,-0.3616793577739467
0.0003281,0.4257973414968469
0.0003286,-0.4871801165027222
0.0003291,0.5454354733986276
0.0003296,-0.6002447633947718
0.0003301,0.6512305264546786
0.0003306,-0.6980644735064647
0.0003311,0.7404579231882318
0.0003316,-0.7781224663584799
0.0003321,0.8108779562605756
0.0003326,-0.8384420718959075
0.0003331,0.8606894740235477
0.0003336,-0.8774654448084763
0.0003341,0.8886862649517452
0.0003346,-0.8942025191123454
0.0003351,0.8940548770172254
0.0003356,-0.8882913124218436
0.0003361,0.8768255910397785
0.0003366,-0.8597572827826279
0.0003371,0.8372998493941197
0.0003376,-0.8094701617794644
0.0003381,0.77637483103334
0.0003386,-0.738438589055275
0.0003391,0.6959574690410206
0.0003396,-0.6488051485521291
0.0003401,0.5976813108534381
0.0003406,-0.5427126332548862
0.0003411,0.4843370933140793
0.0003416,-0.4227073677750444
0.0003421,0.3585922070477813
0.0003426,-0.2920660149117266
0.0003431,0.2238318707828799
0.0003436,-0.1539889140175583
0.0003441,0.08325730555912529
0.0003446,-0.01193598977063771
0.0003451,-0.05928017499360037
0.0003456,0.130371988857315
0.0003461,-0.200374566476217
0.0003466,0.26921074696513
0.0003471,-0.3363875618502969
0.0003476,0.4014705788553488
0.0003481,-0.4639114038083541
0.0003486,0.5234067213419303
0.0003491,-0.5795980453539562
0.0003496,0.6320935619669832
0.0003501,-0.6805645115500724
0.0003506,0.7247036004626496
0.0003511,-0.7641980652840442
0.0003516,0.7988643431845092
0.0003521,-0.8284389122094987
0.0003526,0.8527748322452179
0.0003531,-0.8716660102637426
0.0003536,0.8850385588071344
0.0003541,-0.8927353733273795
0.0003546,0.8948155298203134
0.0003551,-0.8911879106655803
0.0003556,0.8818791215991382
0.0003561,-0.8670175504940921
0.0003566,0.8465741286613132
0.0003571,-0.8206896391379515
0.0003576,0.7897750002417804
0.0003581,-0.753685681582507
0.0003586,0.7128153242733376
0.0003591,-0.6675123117539883
0.0003596,0.6178271173999222
0.0003601,-0.5642831587779865
0.0003606,0.5071410470398968
0.0003611,-0.4468643901266482
0.0003616,0.3836024290738543
0.0003621,-0.3178925867592274
0.0003626,0.2503311556225577
0.0003631,-0.1810033377220317
0.0003636,0.1106036931399004
0.0003641,-0.03942121166484904
0.0003646,-0.0318302974594926
0.0003651,0.103122639453454
0.0003656,-0.1736299348533055
0.0003661,0.2429597494563827
0.0003666,-0.3107754828644922
0.0003671,0.3767428841811213
0.0003676,-0.44021551658646
0.0003681,0.5009185563052356
0.0003686,-0.5584061630846133
0.0003691,0.6123598265421532
0.0003696,-0.6624174877882951
0.0003701,0.708248456733885
0.0003706,-0.7495758678185873
0.0003711,0.7861238342979358
0.0003716,-0.8176919221875091
0.0003721,0.8440553212854895
0.0003726,-0.8650480981099852
0.0003731,0.8805502005340247
0.0003736,-0.8904716610928791
0.0003741,0.8946812503071288
0.0003746,-0.8932250657156677
0.0003751,0.886161463975764
0.0003756,-0.873400017051703
0.0003761,0.8550555788723635
0.0003766,-0.8313521560220923
0.0003771,0.8023098457781893
0.0003776,-0.7681245299214523
0.0003781,0.7290277637895023
0.0003786,-0.685493147809253
0.0003791,0.6373960019515293
0.0003796,-0.5853253752078221
0.0003801,0.5295253389271565
0.0003806,-0.4703854179619965
0.0003811,0.4082025201561623
0.0003816,-0.3434086814767747
0.0003821,0.2764162401134948
0.0003826,-0.2078296064304216
0.0003831,0.1377198885105546
0.0003836,-0.06683473334603397
0.0003841,-0.004575549422271868
0.0003846,0.07570369328156377
0.0003851,-0.1466002629915349
0.0003856,0.2163860036991839
0.0003861,-0.2848787266553786
0.0003866,0.3516024744858117
0.0003871,-0.4160582986847068
0.0003876,0.477926841929928
0.0003881,-0.5366840771740072
0.0003886,0.5920536177787612
0.0003891,-0.6436485950202859
0.0003896,0.691143101861816
0.0003901,-0.7342395682082198
0.0003906,0.772641587753217
0.0003911,-0.8061268335599623
0.0003916,0.834528759571441
0.0003921,-0.8576198024751097
0.0003926,0.8752441993229471
0.0003931,-0.8873272325021687
0.0003936,0.893723494792279
0.0003941,-0.8944557707589451
0.0003946,0.8895464108180757
0.0003951,-0.8789457599780124
0.0003956,0.8627382055319835
0.0003961,-0.8411050245590637
0.0003966,0.8140913164174183
0.0003971,-0.7818985556890695
0.0003976,0.7447233990475718
0.0003981,-0.702786073324609
0.0003986,0.6564499242580498
0.0003991,-0.6058088278148802
0.0003996,0.5514056554400111
0.0004001,-0.4935512692178657
0.0004006,0.4323629755799545
0.0004011,-0.3686373355831368
0.0004016,0.3024461087774232
0.0004021,-0.2344468498032184
0.0004026,0.1648148029915228
0.0004031,-0.09420170653807393
0.0004036,0.02293236130482133
0.0004041,0.04831086969954446
0.0004046,-0.1194199666038479
0.0004051,0.1896488268411179
0.0004056,-0.2588183247975236
0.0004061,0.3261797986534237
0.0004066,-0.3916238154045264
0.0004071,0.4544826179768792
0.0004076,-0.5144876756442177
0.0004081,0.571185853666038
0.0004086,-0.6242703813242623
0.0004091,0.6733844348976598
0.0004096,-0.718190879722774
0.0004101,0.7584393151345531
0.0004106,-0.7938576088163032
0.0004111,0.8242458542428251
0.0004116,-0.8493828045874926
0.0004121,0.8691167746827428
0.0004126,-0.8833363104366527
0.0004131,0.8919568792310646
0.0004136,-0.8948606463784802
0.0004141,0.8921162785047635
0.0004146,-0.8836516361791986
0.0004151,0.8696530533685317
0.0004156,-0.8500628129190418
0.0004161,0.8250002698525927
0.0004166,-0.7948778595260847
0.0004171,0.7595461216364814
0.0004176,-0.7193671988587955
0.0004181,0.6747983388400005
0.0004186,-0.6257250285163427
0.0004191,0.5727664821152562
0.0004196,-0.5161506828466671
0.0004201,0.4562281775404481
0.0004206,-0.3935084391585829
0.0004211,0.3281422820304516
0.0004216,-0.2608664151991751
0.0004221,0.1917580416057895
0.0004226,-0.1215043272111986
0.0004231,0.05040665711921766
0.0004236,0.02084462298782777
0.0004241,-0.09225566145036683
0.0004246,0.1628332400923923
0.0004251,-0.2324016357342355
0.0004256,0.3004505759042347
0.0004261,-0.366750902364802
0.0004266,0.4306197385081632
0.0004271,-0.4917775571684408
0.0004276,0.5497799483218974
0.0004281,-0.6043083062998155
0.0004286,0.6549843674095032
0.0004291,-0.7014856690977049
0.0004296,0.7435252959776021
0.0004301,-0.7808190237456788
0.0004306,0.8131687592786946
0.0004311,-0.8403448228446107
0.0004316,0.862173180493958
0.0004321,-0.8785266857981333
0.0004326,0.8893156566672905
0.0004331,-0.8943953378933168
0.0004336,0.8938094241736739
0.0004341,-0.8876149819547459
0.0004346,0.8757164209698237
0.0004351,-0.8582228978679476
0.0004356,0.8353488209787077
0.0004361,-0.8071133408225096
0.0004366,0.773700058700039
0.0004371,-0.7353291928884442
0.0004376,0.6924950340090905
0.0004381,-0.6450219608173232
