sample(leafValue( Vout_cap "t_dly" 5e-08 ) 125n 102.525u "linear" 100n ) X,sample(leafValue( Vout_cap "t_dly" 5e-08 ) 125n 102.525u "linear" 100n ) Y
1.25e-07,1.793905450202305
2.25e-07,0.01244357655581504
3.25e-07,1.775601149300509
4.25e-07,0.04201211687490549
5.249999999999999e-07,1.735062535524144
6.249999999999999e-07,0.09339299851852188
7.249999999999999e-07,1.673320798570827
8.249999999999999e-07,0.165261998970445
9.249999999999999e-07,1.59193949410515
1.025e-06,0.2557900550776436
1.125e-06,1.492987176883062
1.225e-06,0.3626802802579508
1.325e-06,1.378977245937377
1.425e-06,0.4832157201607475
1.525e-06,1.252803345119873
1.625e-06,0.6143306643787572
1.725e-06,1.117667047110509
1.825e-06,0.7526943028363731
1.925e-06,0.9769977706332086
2.025e-06,0.8947910285992853
2.125e-06,0.8343692501594305
2.225e-06,1.037010026559844
2.325e-06,0.6933997102553655
2.425e-06,1.175749049573042
2.525e-06,0.5576737715479926
2.625e-06,1.307482058341513
2.725e-06,0.4306415231803988
2.825e-06,1.428865918642783
2.925e-06,0.3155336309175067
3.025e-06,1.536821668532979
3.125e-06,0.2152756794962705
3.225e-06,1.628608490292224
3.325e-06,0.1324133195813295
3.425e-06,1.7019004028215
3.525e-06,0.06904720741482941
3.625e-06,1.754838714990501
3.725e-06,0.02678861811069454
3.825e-06,1.786078074990991
3.925e-06,0.006709769477974421
4.025e-06,1.794830678295199
4.124999999999999e-06,0.009331301743946998
4.224999999999999e-06,1.780870402140537
4.324999999999999e-06,0.03460023655020696
4.424999999999999e-06,1.74454435255389
4.525e-06,0.08187284471502825
4.625e-06,1.686775153983612
4.725e-06,0.1499282039295675
4.825e-06,1.609025113442554
4.924999999999999e-06,0.2370329782867788
5.024999999999999e-06,1.513269228395034
5.124999999999999e-06,0.3409756752425944
5.224999999999999e-06,1.401941084375919
5.324999999999999e-06,0.4591148553730665
5.425e-06,1.27786635219719
5.525e-06,0.5884472019379166
5.625e-06,1.144192233817048
5.724999999999999e-06,0.72568519435625
5.824999999999999e-06,1.004313844500119
5.924999999999999e-06,0.8673426404102643
6.024999999999999e-06,0.86178030344124
6.125e-06,1.009820191286317
6.225e-06,0.7202116772592585
6.325e-06,1.149505688626641
6.424999999999999e-06,0.5832035177846859
6.524999999999999e-06,1.282852354505867
6.624999999999999e-06,0.4542403953289711
6.724999999999999e-06,1.406475127496947
6.824999999999999e-06,0.3366018588340742
6.924999999999999e-06,1.517237020584338
7.025e-06,0.2332775562113615
7.125e-06,1.612327728410691
7.224999999999999e-06,0.1468922183955258
7.324999999999999e-06,1.689335913370939
7.424999999999999e-06,0.07963622166168585
7.524999999999999e-06,1.746309243658704
7.624999999999999e-06,0.03321849622174861
7.725e-06,1.781799849486871
7.824999999999999e-06,0.008815868317383064
7.925e-06,1.794914211588373
8.024999999999999e-06,0.007058106754617096
8.124999999999999e-06,1.785310584519909
8.225e-06,0.02800392050591941
8.324999999999999e-06,1.75323254559652
8.425e-06,0.07112302059822913
8.524999999999999e-06,1.699488923589788
8.625e-06,0.1353008691297126
8.724999999999999e-06,1.625443169281662
8.824999999999999e-06,0.2188998414624305
8.925e-06,1.532973818498332
9.024999999999999e-06,0.3197971252937526
9.125e-06,1.424432257357198
9.224999999999999e-06,0.4354289400554454
9.325e-06,1.302572725310655
9.424999999999999e-06,0.56285681372399
9.524999999999999e-06,1.170488744772742
9.624999999999998e-06,0.6988400658353447
9.724999999999999e-06,1.031530657843885
9.825e-06,0.839925298446327
9.924999999999999e-06,0.8892273906717157
1.0025e-05,0.982526354640549
1.0125e-05,0.7471920413979528
1.0225e-05,1.123027171964928
1.0325e-05,0.6090320589351177
1.0425e-05,1.257862318542814
1.0525e-05,0.4782595133476047
1.0625e-05,1.383607828356121
1.0725e-05,0.3582005577018116
1.0825e-05,1.497072715238788
1.0925e-05,0.2519081145402513
1.1025e-05,1.595377669623857
1.1125e-05,0.1620804017609531
1.1225e-05,1.676029041474826
1.1325e-05,0.0909976026652176
1.1425e-05,1.736983881743754
1.1525e-05,0.04046420024869529
1.1625e-05,1.776692822712636
1.1725e-05,0.01176162494156703
1.1825e-05,1.794152960681616
1.1925e-05,0.005626422852774744
1.2025e-05,1.78891802765262
1.2125e-05,0.02222917044339142
1.2225e-05,1.761117247966531
1.2325e-05,0.06115361322663991
1.2425e-05,1.711450337682394
1.2525e-05,0.121393200179971
1.2625e-05,1.641178241068325
1.2725e-05,0.2014081035611778
1.2825e-05,1.552083314194607
1.2925e-05,0.2991648783152061
1.3025e-05,1.446430481182997
1.3125e-05,0.4121808037598719
1.3225e-05,1.326900706556036
1.3325e-05,0.537583403342591
1.3425e-05,1.196529414998583
1.3525e-05,0.6721845666902549
1.3625e-05,1.058624108925315
1.3725e-05,0.8125647321635637
1.3825e-05,0.91668502458686
1.3925e-05,0.955155747154299
1.4025e-05,0.7743168828204826
1.4125e-05,1.096338877842785
1.4225e-05,0.6351336900330843
1.4325e-05,1.232535160121363
1.4425e-05,0.5026747354869263
1.4525e-05,1.36028465708855
1.4625e-05,0.3803097433447317
1.4725e-05,1.476345444516685
