sample(leafValue( Vout_cap "m" 32 ) 600n 515u "linear" 500n ) X,sample(leafValue( Vout_cap "m" 32 ) 600n 515u "linear" 500n ) Y
6e-07,0.8917958092052135
1.1e-06,-0.8829322998626166
1.6e-06,0.8685871235252194
2.1e-06,-0.8486010651133827
2.6e-06,0.8232150014532154
3.1e-06,-0.7927351928857949
3.6e-06,0.7570923732101166
4.1e-06,-0.7167307609203144
4.6e-06,0.6716448824488446
5.1e-06,-0.6224338156853086
5.6e-06,0.569237492103023
6.1e-06,-0.5124506791968799
6.6e-06,0.4523694553368284
7.1e-06,-0.3893777568161338
7.6e-06,0.3238680998616913
8.099999999999999e-06,-0.2563235027026173
8.599999999999999e-06,0.1872455283902587
9.099999999999999e-06,-0.116965192931852
9.6e-06,0.04579340279927385
1.01e-05,0.02553644836502287
1.06e-05,-0.09667453867218569
1.11e-05,0.1673732505141811
1.16e-05,-0.2368673975598594
1.21e-05,0.3049098856707524
1.26e-05,-0.3708680273721416
1.31e-05,0.4345871747156604
1.36e-05,-0.4955248105149605
1.41e-05,0.5534601010794911
1.46e-05,-0.6076058785773477
1.51e-05,0.6580483985102392
1.56e-05,-0.7043013843609127
1.61e-05,0.7460533595489538
1.66e-05,-0.7830651562650989
1.71e-05,0.8151080114457218
1.76e-05,-0.8419197944742115
1.81e-05,0.8634157802434995
1.86e-05,-0.8794076634840947
1.91e-05,0.889822847855987
1.96e-05,-0.8945394272632791
2.01e-05,0.8936035185141599
2.06e-05,-0.8870238698046873
2.11e-05,0.8747720731835499
2.16e-05,-0.8569184914729319
2.21e-05,0.833671450981544
2.26e-05,-0.8050891145686343
2.31e-05,0.7714163388364293
2.36e-05,-0.7328298883540987
2.41e-05,0.6894876770124398
2.46e-05,-0.6418579496436722
2.51e-05,0.5901439147404495
2.56e-05,-0.5347289098168149
2.61e-05,0.4757966470141855
2.66e-05,-0.4139210446199055
2.71e-05,0.349333014973444
2.76e-05,-0.2825281216538849
2.81e-05,0.2140138993682531
2.86e-05,-0.1441452468671917
2.91e-05,0.07323099413385951
2.96e-05,-0.001858378936813269
3.01e-05,-0.06933407293403782
3.06e-05,0.1403268492161403
3.11e-05,-0.2103118145579344
3.16e-05,0.27897591915825
3.21e-05,-0.3457001941789871
3.26e-05,0.4103790222520214
3.31e-05,-0.472464929748123
3.36e-05,0.5315943622915333
3.41e-05,-0.5873043108484807
3.46e-05,0.6391138037091085
3.51e-05,-0.6870470560826384
3.56e-05,0.7305413666045306
3.61e-05,-0.7694107364220376
3.66e-05,0.8033735589513628
3.71e-05,-0.8322193452746673
3.76e-05,0.8557941347605764
3.81e-05,-0.8739108296753721
