Vout_Sampled (fin=19531.25) X,Vout_Sampled (fin=19531.25) Y,Vout_Sampled (fin=29296.88) X,Vout_Sampled (fin=29296.88) Y,Vout_Sampled (fin=68359.38) X,Vout_Sampled (fin=68359.38) Y,Vout_Sampled (fin=166015.6) X,Vout_Sampled (fin=166015.6) Y,Vout_Sampled (fin=302734.4) X,Vout_Sampled (fin=302734.4) Y,Vout_Sampled (fin=517578.1) X,Vout_Sampled (fin=517578.1) Y,Vout_Sampled (fin=771484.4) X,Vout_Sampled (fin=771484.4) Y,Vout_Sampled (fin=1064453) X,Vout_Sampled (fin=1064453) Y,Vout_Sampled (fin=1533203) X,Vout_Sampled (fin=1533203) Y,Vout_Sampled (fin=1943359) X,Vout_Sampled (fin=1943359) Y,Vout_Sampled (fin=2568359) X,Vout_Sampled (fin=2568359) Y,Vout_Sampled (fin=3232422) X,Vout_Sampled (fin=3232422) Y,Vout_Sampled (fin=3916016) X,Vout_Sampled (fin=3916016) Y,Vout_Sampled (fin=4677734) X,Vout_Sampled (fin=4677734) Y,Vout_Sampled (fin=4970703) X,Vout_Sampled (fin=4970703) Y
1.25e-07,0.9049294442535052,1.25e-07,0.9073940594928726,1.25e-07,0.9172508445332337,1.25e-07,0.9418842694268108,1.25e-07,0.9763121825090503,1.25e-07,1.030164162110942,1.25e-07,1.093175933029957,1.25e-07,1.164630584079425,1.25e-07,1.275002437391834,1.25e-07,1.366281006344654,1.25e-07,1.49299515287853,1.25e-07,1.607427726465096,1.25e-07,1.699340409325119,1.25e-07,1.766777400462926,1.25e-07,1.782211593319632
2.25e-07,0.9159133377395023,2.25e-07,0.9238657297387871,2.25e-07,0.9556568345538812,2.25e-07,1.034739953920016,2.25e-07,1.143525960743111,2.25e-07,1.306231599946521,2.25e-07,1.47809539220587,2.25e-07,1.637692755230725,2.25e-07,1.781268807601465,2.25e-07,1.777535829656941,2.25e-07,1.544638160310654,2.25e-07,1.07760943393281,2.25e-07,0.5328980728506942,2.25e-07,0.09586792655467405,2.25e-07,0.0207327526714455
3.25e-07,0.9268934262077665,3.25e-07,0.9403297800767956,3.25e-07,0.9939604563037925,3.25e-07,1.126131705069027,3.25e-07,1.301958175516508,3.25e-07,1.539721465043784,3.25e-07,1.729852564789676,3.25e-07,1.793005220989267,3.25e-07,1.531273070653274,3.25e-07,1.03530351552279,3.25e-07,0.251686213724433,3.25e-07,0.0353905041543317,3.25e-07,0.6720273378469053,3.25e-07,1.608959333297098,3.25e-07,1.776087313915122
4.25e-07,0.9378694563601586,4.25e-07,0.9567801644963781,4.25e-07,1.03209074779763,4.25e-07,1.215064988264678,4.25e-07,1.445891546827408,4.25e-07,1.706163537057858,4.25e-07,1.790454406872838,4.25e-07,1.563578396804736,4.25e-07,0.7391628899323297,4.25e-07,0.1150618745984202,4.25e-07,0.3115594270611413,4.25e-07,1.491064499818517,4.25e-07,1.622599753720679,4.25e-07,0.3159080428072323,4.25e-07,0.02746499882528441
5.249999999999999e-07,0.9488398024112594,5.249999999999999e-07,0.9732113070334043,5.249999999999999e-07,1.069977267808665,5.249999999999999e-07,1.300573797679902,5.249999999999999e-07,1.570134871571289,5.249999999999999e-07,1.788112713022088,5.249999999999999e-07,1.645901768555715,5.249999999999999e-07,1.048119545807078,5.249999999999999e-07,0.08521127164781848,5.249999999999999e-07,0.2271227385589349,5.249999999999999e-07,1.598826771299199,5.249999999999999e-07,1.240288141003556,5.249999999999999e-07,0.00609105227569613,5.249999999999999e-07,1.336495897308391,5.249999999999999e-07,1.768757483409391
6.249999999999999e-07,0.9598027647280158,6.249999999999999e-07,0.9896176434189276,6.249999999999999e-07,1.10755037763685,6.249999999999999e-07,1.381724569799754,6.249999999999999e-07,1.670208882621118,6.249999999999999e-07,1.77697688568275,6.249999999999999e-07,1.329444460343571,6.249999999999999e-07,0.4688217318524783,6.249999999999999e-07,0.1308828421403624,6.249999999999999e-07,1.223726959756132,6.249999999999999e-07,1.429007772757453,6.249999999999999e-07,0.007264851629898974,6.249999999999999e-07,1.566774623126348,6.249999999999999e-07,0.6305817415324246,6.249999999999999e-07,0.03541140098520075
7.249999999999999e-07,0.970756726221447,7.249999999999999e-07,1.005993599533865,7.249999999999999e-07,1.144740737851742,7.249999999999999e-07,1.457643909493344,7.249999999999999e-07,1.742497310741009,7.249999999999999e-07,1.67389382999266,7.249999999999999e-07,0.9140075447280802,7.249999999999999e-07,0.07539039763858758,7.249999999999999e-07,0.8367519846042608,7.249999999999999e-07,1.794818557478117,7.249999999999999e-07,0.1557224039090145,7.249999999999999e-07,1.353389190508157,7.249999999999999e-07,0.7586165252515834,7.249999999999999e-07,0.9934087027585832,7.249999999999999e-07,1.760260895568864
8.249999999999999e-07,0.9817000350333359,8.249999999999999e-07,1.022333680065161,8.249999999999999e-07,1.181480466403291,8.249999999999999e-07,1.527498980144595,8.249999999999999e-07,1.784406375618641,8.249999999999999e-07,1.48967522014888,8.249999999999999e-07,0.4953526553992383,8.249999999999999e-07,0.03732664668419104,8.249999999999999e-07,1.596836191251523,8.249999999999999e-07,1.189821600555869,8.249999999999999e-07,0.4355048661203824,8.249999999999999e-07,1.390692144604434,8.249999999999999e-07,0.4541931524530803,8.249999999999999e-07,0.9887649920982481,8.249999999999999e-07,0.04451312736469759
9.249999999999999e-07,0.9926295991102874,9.249999999999999e-07,1.038632284095763,9.249999999999999e-07,1.217700100883911,9.249999999999999e-07,1.590535632407132,9.249999999999999e-07,1.794413152268692,9.249999999999999e-07,1.243628130762438,9.249999999999999e-07,0.1699615253101054,9.249999999999999e-07,0.3709731359803041,9.249999999999999e-07,1.758961416685352,9.249999999999999e-07,0.2035835767790754,9.249999999999999e-07,1.684108917772905,9.249999999999999e-07,0.01135416599052859,9.249999999999999e-07,1.735258637711862,9.249999999999999e-07,0.6351536916925029,9.249999999999999e-07,1.750583360310079
1.025e-06,1.0035466406554,1.025e-06,1.054883914554628,1.025e-06,1.25333230202933,1.025e-06,1.646064565913136,1.025e-06,1.772154704294042,1.025e-06,0.9615522547172763,1.025e-06,0.01280128133110723,1.025e-06,0.9325264798919948,1.025e-06,1.183746548637801,1.025e-06,0.1332949995448654,1.025e-06,1.297763036371945,1.025e-06,1.199347499513618,1.025e-06,0.04853066196247149,1.025e-06,1.332411565392206,1.025e-06,0.05477346353776485
