sample(leafValue( Vout_cap "m" 32 ) 600n 515u "linear" 500n ) X,sample(leafValue( Vout_cap "m" 32 ) 600n 515u "linear" 500n ) Y
6e-07,1.791758682108678
1.1e-06,0.01701508497906117
1.6e-06,1.768581529409638
2.1e-06,0.05140416826188461
2.6e-06,1.723323512168123
3.1e-06,0.1072836570340665
3.6e-06,1.657138929837299
4.1e-06,0.1833618465517542
4.6e-06,1.571701925280553
5.1e-06,0.2775908680716778
5.6e-06,1.469300125107923
6.1e-06,0.3876713537736976
6.6e-06,1.352349110341154
7.1e-06,0.510718663920282
7.6e-06,1.223965414334417
8.099999999999999e-06,0.6437506384792653
8.599999999999999e-06,1.087308225415523
9.099999999999999e-06,0.7832298220578021
9.6e-06,0.945895839115828
1.01e-05,0.9256470272085253
1.06e-05,0.8033994382047194
1.11e-05,1.067456617640139
1.16e-05,0.6632975880529338
1.21e-05,1.205035566739249
1.26e-05,0.5291042392928837
1.31e-05,1.334757518462026
1.36e-05,0.4044312701451492
1.41e-05,1.453523420462035
1.46e-05,0.2923622909351775
1.51e-05,1.558157530369256
1.56e-05,0.195713947085588
1.61e-05,1.646094143783516
1.66e-05,0.1169464023634454
1.71e-05,1.715116049159608
1.76e-05,0.05807459344041274
1.81e-05,1.763425725167502
1.86e-05,0.02058606824065496
1.91e-05,1.789834883558584
1.96e-05,0.005432448883600173
2.01e-05,1.793656785508674
2.06e-05,0.01296480310296992
2.11e-05,1.774779506452203
2.16e-05,0.04308027110714215
2.21e-05,1.73368484749804
2.26e-05,0.09492865750171152
2.31e-05,1.671432254309956
2.36e-05,0.167281266642808
2.41e-05,1.589560668299416
2.46e-05,0.2581705280360773
2.51e-05,1.490206717895746
2.56e-05,0.3654884567264434
2.61e-05,1.37587220067548
2.66e-05,0.4862366975374399
2.71e-05,1.249381702245009
2.76e-05,0.6175050367924753
2.81e-05,1.114097532879827
2.86e-05,0.7560054735962715
2.91e-05,0.973347989508573
2.96e-05,0.8982102759616161
3.01e-05,0.8307015213345658
3.06e-05,1.040379691528293
3.11e-05,0.6898743669836431
3.16e-05,1.179075216439299
3.21e-05,0.5542585448817072
3.26e-05,1.31057929595939
3.31e-05,0.4275035476472314
3.36e-05,1.431691176611543
3.41e-05,0.3128144306555132
3.46e-05,1.539312277134842
3.51e-05,0.2129858462822254
3.56e-05,1.630602841219004
3.61e-05,0.1306021769321925
3.66e-05,1.70338952996733
3.71e-05,0.06777882197409249
3.76e-05,1.755805699302717
3.81e-05,0.02608292507285099
3.86e-05,1.786495263061977
3.91e-05,0.006564912632758018
3.96e-05,1.794671037284006
4.01e-05,0.00977732398802122
4.06e-05,1.7801639847618
4.11e-05,0.03553449441801785
4.16e-05,1.743262523153418
4.21e-05,0.08331956776919108
4.26e-05,1.684938925521161
4.31e-05,0.1518616192707791
4.36e-05,1.606739746695632
4.41e-05,0.2393403290926807
4.46e-05,1.510523354961352
4.51e-05,0.3436396407232545
4.56e-05,1.398896811815106
4.61e-05,0.4620608832974105
4.66e-05,1.274457613134453
4.71e-05,0.5916206524935086
4.76e-05,1.140640699257647
4.81e-05,0.7290789701282661
4.86e-05,1.000710947368413
4.91e-05,0.8707120852499635
4.96e-05,0.8581340269311375
5.01e-05,1.013183927252944
5.06e-05,0.7165630161387131
5.11e-05,1.152862739537604
5.16e-05,0.5797217003473509
5.21e-05,1.286015043164931
5.26e-05,0.4510182136619032
5.31e-05,1.409304602925129
5.36e-05,0.3336943020489082
5.41e-05,1.519773864220986
5.46e-05,0.230879689441475
5.51e-05,1.614393492799893
5.56e-05,0.1449834548702442
5.61e-05,1.690939976878669
5.66e-05,0.07826767774027271
5.71e-05,1.747379283472786
5.76e-05,0.03240263648942943
5.81e-05,1.782323816061587
5.86e-05,0.008562893651024478
5.91e-05,1.794854129594905
5.96e-05,0.007364739415406905
6.01e-05,1.784711817903437
6.06e-05,0.02885020609859216
6.109999999999999e-05,1.752059643973946
6.159999999999999e-05,0.07246596360665461
6.209999999999999e-05,1.697822252606072
6.26e-05,0.137127198130736
6.31e-05,1.623255216827702
6.36e-05,0.2211812716543907
6.41e-05,1.530357087327837
6.46e-05,0.3223933413253886
6.51e-05,1.421451423175747
6.56e-05,0.4383794036456902
6.609999999999999e-05,1.299295503306939
6.659999999999999e-05,0.5660275296091603
6.71e-05,1.166966315394907
6.76e-05,0.7021828260661306
6.81e-05,1.027943762930219
6.86e-05,0.8432835618045909
6.91e-05,0.8855999611938338
6.96e-05,0.9859945899433198
7.01e-05,0.7436067678101697
7.059999999999999e-05,1.12635447322409
7.109999999999999e-05,0.605641207479681
7.159999999999999e-05,1.261063223812253
7.21e-05,0.4750097041848981
7.26e-05,1.386493470285535
7.31e-05,0.3551881330097816
7.36e-05,1.499696229925098
7.41e-05,0.249426789176509
7.46e-05,1.597523976769307
7.51e-05,0.1600765954138464
7.559999999999999e-05,1.677730452714106
7.609999999999999e-05,0.08951233181133279
7.659999999999999e-05,1.738167978711455
7.71e-05,0.03953631934615853
7.76e-05,1.777321808705153
7.81e-05,0.01139980474553823
7.86e-05,1.794213435401463
7.91e-05,0.005829073506126281
7.96e-05,1.788434085033724
8.01e-05,0.02296553111554972
8.059999999999999e-05,1.760076125787786
8.109999999999999e-05,0.06242023822219717
8.159999999999999e-05,1.709864087721573
8.21e-05,0.1231305454053828
8.26e-05,1.639106530212221
8.31e-05,0.203594091130728
8.36e-05,1.549543691842346
8.41e-05,0.3016863145228257
8.46e-05,1.443508237687543
8.509999999999999e-05,0.4150571935610614
8.559999999999999e-05,1.32360027922464
8.609999999999999e-05,0.5406527221753077
8.659999999999999e-05,1.19303885247484
8.71e-05,0.6755071487470244
8.76e-05,1.055009956835208
8.81e-05,0.8160077576526014
8.86e-05,0.9130136087178763
8.91e-05,0.9585262660303566
8.96e-05,0.7707029448318333
9.009999999999999e-05,1.099683329061693
9.059999999999999e-05,0.6315681832967398
9.109999999999999e-05,1.23577860389292
9.159999999999999e-05,0.4994543257997225
9.21e-05,1.363248028074421
9.26e-05,0.3773313339780486
9.31e-05,1.479018343480546
9.36e-05,0.2686055067003718
9.41e-05,1.579997224024699
9.46e-05,0.1758667058676071
9.509999999999999e-05,1.663811043180027
9.559999999999999e-05,0.1015319392242492
9.609999999999999e-05,1.728151382598284
9.66e-05,0.04748127286587581
9.71e-05,1.771496080798082
9.76e-05,0.01507795198391591
9.81e-05,1.792714420613357
9.86e-05,0.005128142070146507
9.91e-05,1.791311735966022
9.96e-05,0.01791960159669125
0.0001001,1.767244787635644
0.0001006,0.05316200200236857
0.0001011,1.721157789696924
0.0001016,0.1098450244126154
0.0001021,1.654205784526989
0.0001026,0.1866638669375491
0.0001031,1.568059567150234
0.0001036,0.2815473109445676
0.0001041,1.465053813239737
0.0001046,0.3921887059520798
0.0001051,1.347640115464885
0.0001056,0.5156743432190164
0.0001061,1.218838126777873
0.0001066,0.6490209426871911
0.0001071,1.08197057776788
0.0001076,0.7886814000067726
0.0001081,0.9404145870769076
0.0001086,0.9311049318538678
0.0001091,0.7979366882806275
0.0001096,1.072817624509769
0.0001101,0.6579030712612497
0.0001106,1.210191159633912
0.0001111,0.5241091824134327
0.0001116,1.33954205551794
0.0001121,0.3999101996282254
0.0001126,1.457854632893967
0.0001131,0.2883388001274367
0.0001136,1.561864617794108
0.0001141,0.1923407964040697
0.0001146,1.649111242103278
0.0001151,0.1143050200383066
0.0001156,1.717348288502282
0.0001161,0.05622915073445468
0.0001166,1.764852355162764
0.0001171,0.0195853553999839
0.0001176,1.790400003085219
0.0001181,0.005298985580287839
0.0001186,1.793342553892127
0.0001191,0.01370597664585354
0.0001196,1.773602064150787
0.0001201,0.04467963773954099
0.0001206,1.731677793409272
0.0001211,0.09734072470690852
0.0001216,1.668640390354491
0.0001221,0.1704398799129908
0.0001226,1.586050062145358
0.0001231,0.2620084441613943
0.0001236,1.486069329987335
0.0001241,0.3698658537970173
0.0001246,1.371204858726722
0.0001251,0.4911117280982885
0.0001256,1.244316170967924
0.0001261,0.6227208122915958
0.0001266,1.108741022242716
0.0001271,0.7614296961333618
0.0001276,0.9678649526223625
0.0001281,0.9037035939759983
0.0001286,0.8252906625382481
0.0001291,1.04580114818104
0.0001296,0.684541321721737
0.0001301,1.184299021394668
0.0001306,0.5491980006467466
0.0001311,1.315452747832453
0.0001316,0.4228476708582233
0.0001321,1.436098415298089
