sample(leafValue( Vout_cap "m" 32 ) 600n 515u "linear" 500n ) X,sample(leafValue( Vout_cap "m" 32 ) 600n 515u "linear" 500n ) Y
6e-07,0.8936205049050737
1.1e-06,-0.8925770862749833
1.6e-06,0.891207303602355
2.1e-06,-0.8895806989347179
2.6e-06,0.8876530539763119
3.1e-06,-0.8853566646737158
3.6e-06,0.8828276797106253
4.1e-06,-0.8800043404687089
4.6e-06,0.8768719614815189
5.1e-06,-0.873348145395464
5.6e-06,0.8696424389673447
6.1e-06,-0.8656330179734023
6.6e-06,0.861292389531167
7.1e-06,-0.8566847020463201
7.6e-06,0.8517973235131062
8.099999999999999e-06,-0.8466106229649067
8.599999999999999e-06,0.8411357982822989
9.099999999999999e-06,-0.8353760948465085
9.6e-06,0.829310750986244
1.01e-05,-0.8229794281243841
1.06e-05,0.8163721618867898
1.11e-05,-0.8094894027198006
1.16e-05,0.8023397043069228
1.21e-05,-0.794913155462862
1.26e-05,0.7872156141685809
1.31e-05,-0.779192585364181
1.36e-05,0.770968613417866
1.41e-05,-0.7624849502153827
1.46e-05,0.753742483946884
1.51e-05,-0.7447787125842193
1.56e-05,0.7355195182740221
1.61e-05,-0.7260139446569167
1.66e-05,0.7161315847333254
1.71e-05,-0.7061523952384999
1.76e-05,0.6959451238363014
1.81e-05,-0.6854526338996241
1.86e-05,0.6747641991696918
1.91e-05,-0.6638571346417078
1.96e-05,0.6526996934432993
2.01e-05,-0.6413224634061621
2.06e-05,0.6297107617900651
2.11e-05,-0.6179066560398432
2.16e-05,0.6058943679136169
2.21e-05,-0.5936635404067022
2.26e-05,0.5812337387664634
2.31e-05,-0.568681214287181
2.36e-05,0.5558625385249589
2.41e-05,-0.5428430030282535
2.46e-05,0.5296402931329969
2.51e-05,-0.5162574866688937
2.56e-05,0.5027661481450276
2.61e-05,-0.4890387843355826
2.66e-05,0.4751560806586894
2.71e-05,-0.461112925599806
2.76e-05,0.4469150012925511
2.81e-05,-0.4325645031216369
2.86e-05,0.4180589533115909
2.91e-05,-0.4034076862366456
2.96e-05,0.3886214659773442
3.01e-05,-0.3737069784018835
3.06e-05,0.358652736996428
3.11e-05,-0.3435145418303598
3.16e-05,0.3282245014771983
3.21e-05,-0.3128647827906206
3.26e-05,0.2973099929752356
3.31e-05,-0.281888440184241
3.36e-05,0.2661369631044666
3.41e-05,-0.2503502503942611
3.46e-05,0.2344827382108141
3.51e-05,-0.2185324608989188
3.56e-05,0.2025155521513974
3.61e-05,-0.186527546621403
3.66e-05,0.1703718494966895
3.71e-05,-0.1541587935854029
3.76e-05,0.1378923790648599
3.81e-05,-0.1215704803783078
3.86e-05,0.1051875336777346
3.91e-05,-0.08880947764065399
3.96e-05,0.07239176738271012
4.01e-05,-0.05592781581561761
4.06e-05,0.03944664341044705
4.11e-05,-0.02305884511304882
4.16e-05,0.006626565489896006
4.21e-05,0.009788303578651078
4.26e-05,-0.0262759558462541
4.31e-05,0.04272936420345982
4.36e-05,-0.05919331213493119
4.41e-05,0.07570745180473305
4.46e-05,-0.09197545731968773
4.51e-05,0.108506524087352
4.56e-05,-0.1248514743216024
4.61e-05,0.1411526988606442
4.66e-05,-0.1573453009067939
4.71e-05,0.1735466122688367
4.76e-05,-0.1896692128230387
4.81e-05,0.2057564340679477
4.86e-05,-0.2217827224685331
4.91e-05,0.2375460721279281
4.96e-05,-0.2533939446395396
5.01e-05,0.2691581193030206
5.06e-05,-0.2847920885711915
5.11e-05,0.3003638589533064
5.16e-05,-0.3158334540413998
5.21e-05,0.3311994572703538
5.26e-05,-0.3465122747634843
5.31e-05,0.3616451516994306
5.36e-05,-0.3765800888946882
5.41e-05,0.39146680807685
5.46e-05,-0.4062223056309978
5.51e-05,0.4208397826616828
5.56e-05,-0.435309253111315
5.61e-05,0.4496322826350294
5.66e-05,-0.4638041885286729
5.71e-05,0.4777719905119944
5.76e-05,-0.4916293883583707
5.81e-05,0.5053989040594959
5.86e-05,-0.5189339961611585
5.91e-05,0.5321195184013658
5.96e-05,-0.5452807678875332
6.01e-05,0.5582549965135278
6.06e-05,-0.5710369265919288
6.109999999999999e-05,0.5836241769990242
6.159999999999999e-05,-0.5960129056808128
6.209999999999999e-05,0.6081989132363605
6.26e-05,-0.6201786571063377
6.31e-05,0.6319483494833334
6.36e-05,-0.6435031336914835
6.41e-05,0.6548745246320331
6.46e-05,-0.6659892458662388
6.51e-05,0.6768915040088365
6.56e-05,-0.6875498646066176
6.609999999999999e-05,0.6979754905412261
6.659999999999999e-05,-0.7081645324839886
6.71e-05,0.7181139000970452
6.76e-05,-0.7278214411402155
6.81e-05,0.7372920032339838
6.86e-05,-0.7465014739395323
6.91e-05,0.7554575139490711
6.96e-05,-0.7641582231949482
7.01e-05,0.7725989619378882
7.059999999999999e-05,-0.7807781078301563
7.109999999999999e-05,0.7886932928283349
7.159999999999999e-05,-0.7963206321643732
7.21e-05,0.8036996965622279
7.26e-05,-0.8108122132721783
7.31e-05,0.817644843378217
7.36e-05,-0.8242002803993729
7.41e-05,0.8304766537337005
7.46e-05,-0.8364719392816514
7.51e-05,0.8421839522247352
7.559999999999999e-05,-0.8476103286367705
7.609999999999999e-05,0.8527560881396312
7.659999999999999e-05,-0.8576039917815086
7.71e-05,0.8621649271855438
7.76e-05,-0.8664264097420511
7.81e-05,0.8703981372877154
7.86e-05,-0.8740774217209868
7.91e-05,0.877459268382511
7.96e-05,-0.8805469596462558
8.01e-05,0.8833354758113854
8.059999999999999e-05,-0.8858253577487207
8.109999999999999e-05,0.8880154467108283
8.159999999999999e-05,-0.8899059208138197
8.21e-05,0.891500275571567
8.26e-05,-0.892785969261766
8.31e-05,0.8937176119224544
8.36e-05,-0.8944001324687222
8.41e-05,0.8947751951340367
8.46e-05,-0.894842904295009
8.509999999999999e-05,0.8946140635466118
8.559999999999999e-05,-0.8940891494260004
8.609999999999999e-05,0.893264424303564
8.659999999999999e-05,-0.8921282810852141
8.71e-05,0.8906965374025094
8.76e-05,-0.888973406949312
8.81e-05,0.8868646876052656
8.86e-05,-0.8845519913841937
8.91e-05,0.8819191610136147
8.96e-05,-0.8789931061862239
9.009999999999999e-05,0.8757618004663573
9.059999999999999e-05,-0.8721460603618046
9.109999999999999e-05,0.8683387571254184
9.159999999999999e-05,-0.8642184017283365
9.21e-05,0.8597917052047027
9.26e-05,-0.8550939450736155
9.31e-05,0.850100621249346
9.36e-05,-0.8448173665657097
9.41e-05,0.8392471274964197
9.46e-05,-0.8333059614360031
9.509999999999999e-05,0.8272311641259136
9.559999999999999e-05,-0.8208076701385965
9.609999999999999e-05,0.8141085875506466
9.66e-05,-0.8071402058975413
9.71e-05,0.7998942647051351
9.76e-05,-0.7923767426606961
9.81e-05,0.7845903023407073
9.86e-05,-0.7764800123649981
9.91e-05,0.7681696953502073
9.96e-05,-0.7595990907135741
0.0001001,0.7507725091397959
0.0001006,-0.741719944421156
0.0001011,0.7323773851116793
0.0001016,-0.7226519022780911
0.0001021,0.7128314662841052
0.0001026,-0.7027737714732981
0.0001031,0.692483281623132
0.0001036,-0.6819154006755004
0.0001041,0.6711291411376898
0.0001046,-0.6601651173049309
0.0001051,0.648931261056402
0.0001056,-0.637463670462986
0.0001061,0.6257990945793385
0.0001066,-0.6139278876809457
0.0001071,0.6018393603796283
0.0001076,-0.5895432466148279
0.0001081,0.5770459404682087
0.0001086,-0.5644316544675381
0.0001091,0.5515442727579951
0.0001096,-0.538463074761715
0.0001101,0.5251984317678537
0.0001106,-0.5117587154315683
0.0001111,0.4982086792962787
0.0001116,-0.4844269916192505
0.0001121,0.4704913713661069
0.0001126,-0.4563996704628466
0.0001131,0.4421483850647257
0.0001136,-0.4277453491809607
0.0001141,0.4131900748992127
0.0001146,-0.3984939831460999
0.0001151,0.3836635094558839
0.0001156,-0.3687061531140751
0.0001161,0.3536116929091564
0.0001166,-0.338423642243259
0.0001171,0.3231286501045966
