Sampled_Vgs (m=32) X,Sampled_Vgs (m=32) Y
3.198e-05,1.201115864247619
3.208e-05,1.338523910589665
3.218e-05,1.179422584557154
3.228e-05,1.362367247402042
3.238e-05,1.156716461057327
3.248e-05,1.376679315301261
3.258e-05,1.136736286339156
3.268e-05,1.394582161396784
3.277999999999999e-05,1.12003222925178
3.288e-05,1.417393932742177
3.298e-05,1.106998470235538
3.307999999999999e-05,1.428493381043935
3.318e-05,1.097983653260739
3.328e-05,1.435442995858285
3.338e-05,1.093210579270609
3.348e-05,1.438062796192088
3.358e-05,1.092809193901848
3.368e-05,1.436274530167216
3.378e-05,1.096843650824543
3.388e-05,1.430120993734987
3.398e-05,1.105181001632318
3.408e-05,1.419766980124909
3.417999999999999e-05,1.117611867091394
3.428e-05,1.405478092679486
3.438e-05,1.133682805919205
3.448e-05,1.379912611324918
3.458e-05,1.153155657252641
3.468e-05,1.359438006270192
3.478e-05,1.175470168036087
3.488e-05,1.33630562381435
3.498e-05,1.199978274764499
3.508e-05,1.311190752141226
3.518e-05,1.226078094527834
3.528e-05,1.284753635337892
3.538e-05,1.253258564633718
3.548e-05,1.257698382062506
3.557999999999999e-05,1.280708581766662
3.568e-05,1.230749126626915
3.578e-05,1.307738818870749
3.588e-05,1.205720563747903
3.598e-05,1.333705256291197
3.608e-05,1.184053493839521
3.618e-05,1.357954578185147
3.628e-05,1.160891340741063
3.638e-05,1.379865256137675
3.648e-05,1.140339945465424
3.658e-05,1.391408500791028
3.667999999999999e-05,1.122971214659614
3.678e-05,1.41481041105286
3.688e-05,1.109201399210731
3.697999999999999e-05,1.426673491235692
3.708e-05,1.099394033047012
3.718e-05,1.434438323021208
3.728e-05,1.093790693058652
3.738e-05,1.437900207734812
3.748e-05,1.092543483722445
3.758e-05,1.436960027293135
3.768e-05,1.095697829915089
3.778e-05,1.431637244279384
3.788e-05,1.103266190918486
3.798e-05,1.422075142133718
3.807999999999999e-05,1.114934661813498
3.818e-05,1.408511927931838
3.828e-05,1.130309016572624
3.838e-05,1.391298191759155
3.848e-05,1.149170546058
3.858e-05,1.363601631977426
3.868e-05,1.170987771911
3.878e-05,1.340924568042011
3.888e-05,1.195101472656772
3.898e-05,1.316088026809574
3.908e-05,1.220941092759005
3.917999999999999e-05,1.289906425607897
3.928e-05,1.247988704093804
3.938e-05,1.262918265063082
3.947999999999999e-05,1.275441731371699
3.958e-05,1.235895971291581
3.968e-05,1.302606114119777
3.978e-05,1.210368737274116
3.988e-05,1.328825579833391
3.998e-05,1.186753351105947
4.008e-05,1.353455838678889
4.018e-05,1.165160432725506
4.028e-05,1.375859725780813
4.038e-05,1.144060429416825
4.048e-05,1.388103317117657
4.057999999999999e-05,1.126043478210074
4.068e-05,1.412080931583183
4.078e-05,1.111552907582094
4.087999999999999e-05,1.424702052943394
4.098e-05,1.100959341782082
4.108e-05,1.433274539337545
4.118e-05,1.094532557022396
4.128e-05,1.437574638073766
4.138e-05,1.09244185011614
4.148e-05,1.437483360432362
4.158e-05,1.094748902922092
4.167999999999999e-05,1.432996092767625
4.178e-05,1.101405660645182
4.188e-05,1.424234579168366
4.197999999999999e-05,1.112398734105666
4.208e-05,1.411415571741296
4.218e-05,1.127061595381458
4.227999999999999e-05,1.394873385009798
4.238e-05,1.145294981367442
4.248e-05,1.367662546577982
4.258e-05,1.166593703934038
4.268e-05,1.345467687261932
4.278e-05,1.190289705870932
4.288e-05,1.320985407958021
4.298e-05,1.215845696027704
4.307999999999999e-05,1.295029800396155
4.318e-05,1.242733694000649
4.328e-05,1.268132130600336
4.337999999999999e-05,1.270164012933108
4.348e-05,1.241065790856353
4.358e-05,1.297437348562063
4.368e-05,1.215066608057006
4.378e-05,1.323888620129324
4.388e-05,1.191174936645802
4.398e-05,1.348874778677685
4.408e-05,1.169521341278213
4.418e-05,1.371750092182488
4.428e-05,1.147895384561045
4.438e-05,1.384669271970563
4.447999999999999e-05,1.129246796676701
4.458e-05,1.401082798070185
4.468e-05,1.114047263568485
4.477999999999999e-05,1.422580328388438
4.488e-05,1.102679020616059
4.498e-05,1.431953204832056
4.508e-05,1.095436053556608
4.518e-05,1.437086960846614
4.528e-05,1.092503392992963
4.538e-05,1.437843779361986
4.548e-05,1.093961246381381
4.557999999999999e-05,1.434196798425342
4.568e-05,1.099833887318651
4.578e-05,1.426240422558549
4.587999999999999e-05,1.10992764154776
4.598e-05,1.41418142931143
4.608e-05,1.123944467747866
4.617999999999999e-05,1.398326404419685
4.628e-05,1.141532083669048
4.638e-05,1.371615968764784
4.648e-05,1.162287570676834
4.658e-05,1.349928804836011
4.668e-05,1.185549368992515
4.678e-05,1.32589382393236
4.688e-05,1.210796396340387
4.697999999999999e-05,1.300118002091839
4.708e-05,1.237498966738107
4.718e-05,1.273337433387997
4.727999999999999e-05,1.264880189736493
4.738e-05,1.246251770234908
4.748e-05,1.292236608493528
4.758e-05,1.219816627795984
4.768e-05,1.318894756175128
4.778e-05,1.195659318276094
4.788e-05,1.344214172751386
4.798e-05,1.173971421521284
4.808e-05,1.367543005581598
4.818e-05,1.151839535417826
4.828e-05,1.38111151558868
4.837999999999999e-05,1.132574408247741
4.848e-05,1.398210873720511
4.858e-05,1.116683497094657
4.867999999999999e-05,1.420310786152465
4.878e-05,1.104551983850411
4.888e-05,1.430474226028553
4.898e-05,1.096498975022057
4.908e-05,1.436436521081466
4.918e-05,1.092727874512834
4.928e-05,1.438041153139416
4.938e-05,1.093341026311511
4.947999999999999e-05,1.435237543678454
4.958e-05,1.098376631410195
4.968e-05,1.428096067589892
4.977999999999999e-05,1.107681927393261
4.988e-05,1.416806330266212
4.998e-05,1.121008790380397
5.007999999999999e-05,1.401653751969074
5.018e-05,1.137894574672643
5.028e-05,1.375457197822873
5.038e-05,1.158075748795553
5.048e-05,1.3543030056228
5.058e-05,1.180960706296308
5.068e-05,1.330666268313579
5.078e-05,1.205798554389698
5.087999999999999e-05,1.305174361882189
5.098e-05,1.232289529276164
5.108e-05,1.278535388440174
5.117999999999999e-05,1.259595010945467
5.128e-05,1.251448385279263
5.138e-05,1.287008949092698
5.148e-05,1.224610649563226
5.158e-05,1.313850630811509
5.168e-05,1.200201098370304
5.178e-05,1.339479805541705
5.188e-05,1.17850592457915
5.197999999999999e-05,1.363239111532948
5.208e-05,1.155894380721104
5.218e-05,1.377429823265417
5.227999999999999e-05,1.136029863572845
5.238e-05,1.395200661164675
5.248e-05,1.119460698643769
5.257999999999999e-05,1.417894515034946
5.268e-05,1.106575713420201
5.278e-05,1.428839186026885
5.288e-05,1.097720408991653
5.298e-05,1.435624666737847
5.308e-05,1.09311396751991
5.318e-05,1.438075673081165
5.328e-05,1.092881542529937
5.337999999999999e-05,1.436117997615546
5.348e-05,1.097084243272869
5.358e-05,1.429799000422174
5.367999999999999e-05,1.105582387558661
5.378e-05,1.419288041931662
5.388e-05,1.118163737277095
5.397999999999999e-05,1.404853956942301
5.408e-05,1.134372192830083
5.418e-05,1.379182115859672
5.428e-05,1.153965324612906
5.438e-05,1.358584272136424
5.447999999999999e-05,1.176376826289217
5.458e-05,1.335373057788445
5.468e-05,1.200961056465266
5.477999999999999e-05,1.310192339653118
5.488e-05,1.227111114921654
5.498e-05,1.283716512294233
5.507999999999999e-05,1.254313885827457
5.518e-05,1.256655945454891
5.528e-05,1.281759978048742
5.537999999999999e-05,1.229722819979495
5.548e-05,1.308760838481718
5.558e-05,1.204796189878615
5.568e-05,1.334673685072874
5.578e-05,1.183121120670192
5.587999999999999e-05,1.358844080121563
5.598e-05,1.160049102131871
5.608e-05,1.373629193662084
5.617999999999999e-05,1.139609711458788
5.628e-05,1.392053792813047
5.638e-05,1.122372740560148
5.647999999999999e-05,1.415339579585454
5.658e-05,1.108748143616279
5.668e-05,1.427049649800803
5.678e-05,1.099099438011734
5.688e-05,1.434651999635302
5.698e-05,1.093661701083986
5.708e-05,1.43794577131466
5.718e-05,1.092584734699372
5.727999999999999e-05,1.436835798730296
5.738e-05,1.09590670272565
5.748e-05,1.431346517196699
5.757999999999999e-05,1.103637064129315
5.768e-05,1.421625470036908
5.778e-05,1.115458905964222
5.787999999999999e-05,1.407914715341703
5.798e-05,1.130973805066286
5.808e-05,1.390568781566167
5.818e-05,1.149958971254722
5.828e-05,1.362776823250298
5.837999999999999e-05,1.171877161029938
5.848e-05,1.340006615762211
5.858e-05,1.196071745906105
5.867999999999999e-05,1.315102145947175
5.878e-05,1.221965328856783
5.888e-05,1.28887807456147
5.897999999999999e-05,1.249041633486373
5.908e-05,1.261875354248049
5.918e-05,1.276496059045921
5.927999999999999e-05,1.23486530357101
5.938e-05,1.303635603864916
5.948e-05,1.209435271270226
5.958e-05,1.329806275908164
5.968e-05,1.187812455172437
5.977999999999999e-05,1.354362340708063
5.988e-05,1.164298992533515
5.998e-05,1.376669530953051
6.007999999999999e-05,1.143307340678468
6.018e-05,1.388774924267516
6.028e-05,1.12541859797379
6.037999999999999e-05,1.412637891317623
6.048e-05,1.111069030133966
6.058e-05,1.425108227865586
6.068e-05,1.100634187924459
6.078e-05,1.433520095085196
6.088e-05,1.094371216947906
6.098e-05,1.437652664678226
6.108e-05,1.092449180029045
6.117999999999999e-05,1.437391975705647
6.128e-05,1.094926062641754
6.138e-05,1.432736905925767
6.148e-05,1.101746075771231
6.157999999999999e-05,1.423814632678355
6.167999999999999e-05,1.112894453440279
6.177999999999999e-05,1.410845609203586
6.188e-05,1.127700729880495
6.198e-05,1.394168008426439
6.208e-05,1.146060782311463
6.217999999999999e-05,1.366858800063884
6.227999999999999e-05,1.167465307916232
6.238e-05,1.344565425103851
6.248e-05,1.191246264424193
6.258e-05,1.320010158367658
6.268e-05,1.216861242201766
6.277999999999999e-05,1.294007225945065
6.287999999999999e-05,1.243783222118117
6.298e-05,1.267089605987103
6.308e-05,1.271220220681172
6.318e-05,1.240030318057635
6.327999999999999e-05,1.298473807364043
6.337999999999999e-05,1.214122150330259
6.348e-05,1.324878960493043
6.358e-05,1.190285338292683
6.368e-05,1.349797281805685
6.378e-05,1.168642052731157
6.387999999999999e-05,1.372580020739686
6.397999999999999e-05,1.147119742727024
6.408e-05,1.385365891870563
6.418e-05,1.128595976842278
6.428e-05,1.401640191706416
6.437999999999999e-05,1.113536937468285
6.447999999999999e-05,1.423016541002102
6.457999999999999e-05,1.102322759661213
6.468e-05,1.432229988294648
6.478e-05,1.095242264403081
6.488e-05,1.437197596115257
6.497999999999999e-05,1.092477983124185
6.507999999999999e-05,1.437784537926158
6.518e-05,1.094105588429709
6.528e-05,1.433969431955906
6.538e-05,1.100143306281455
6.547999999999999e-05,1.425850700258089
6.557999999999999e-05,1.110394863836616
6.567999999999999e-05,1.413639565913564
6.578e-05,1.124557335797173
6.588e-05,1.397645737928514
6.598e-05,1.142275594707983
6.607999999999999e-05,1.370834098617737
6.617999999999999e-05,1.163140984252347
6.628e-05,1.349043176116443
6.638e-05,1.186491703460776
6.648e-05,1.324863444678655
6.658e-05,1.211802426204057
6.667999999999999e-05,1.299103285569666
6.677999999999999e-05,1.238544061668053
6.688e-05,1.272296156272983
6.698e-05,1.2659371415447
6.708e-05,1.245213320709167
6.717999999999999e-05,1.293279052303311
6.727999999999999e-05,1.2188626727669
6.738e-05,1.319897692347315
6.748e-05,1.194757581526534
6.758e-05,1.345152015065158
6.768e-05,1.173074503196064
6.777999999999999e-05,1.368392599698811
6.787999999999999e-05,1.151042141867352
6.798e-05,1.381833106780563
6.808e-05,1.131897693653728
6.818e-05,1.398796094466508
6.827999999999999e-05,1.116144982184459
6.837999999999999e-05,1.42077637838808
6.847999999999999e-05,1.104165275449436
6.858e-05,1.430782651544586
6.868e-05,1.09627367489264
6.878e-05,1.436579549096566
6.887999999999999e-05,1.092669978847971
6.897999999999999e-05,1.438014738647391
6.908e-05,1.093450180291122
6.918e-05,1.435042227567197
6.928e-05,1.098658624710004
6.937999999999999e-05,1.427737478077282
6.947999999999999e-05,1.108118419046945
6.957999999999999e-05,1.416292537600649
6.968e-05,1.121594363346881
6.978e-05,1.400998425660069
6.988e-05,1.138613518248067
6.997999999999999e-05,1.374697904019586
7.007999999999999e-05,1.158910154393237
7.018e-05,1.353434560134388
7.028e-05,1.181810104764585
7.038e-05,1.329716801105862
7.048e-05,1.206793774923044
7.057999999999999e-05,1.304165732397154
7.067999999999999e-05,1.233329196728031
7.078e-05,1.277496770044138
7.088e-05,1.26065186850264
7.098e-05,1.250407906324302
7.107999999999999e-05,1.288056403154239
7.117999999999999e-05,1.223648300750065
7.128e-05,1.314863257316995
7.138e-05,1.199288332295677
7.148e-05,1.340432914953654
7.158e-05,1.177592463976552
7.167999999999999e-05,1.364107307958365
7.177999999999999e-05,1.155076463796681
7.188e-05,1.378175658165636
7.198e-05,1.135331348348699
7.208e-05,1.395813525646095
7.217999999999999e-05,1.118894606752393
7.227999999999999e-05,1.418389351848731
7.237999999999999e-05,1.10615897063765
7.248e-05,1.429178642386433
7.258e-05,1.097463458794179
7.268e-05,1.43579990523499
7.277999999999999e-05,1.093023836180729
7.287999999999999e-05,1.43808201430567
7.298e-05,1.092960449358217
7.308e-05,1.435954986650169
7.318e-05,1.097327189723614
7.327999999999999e-05,1.429470534097834
7.337999999999999e-05,1.1059882913132
7.347999999999999e-05,1.418803197449186
7.358e-05,1.118721777748361
7.368e-05,1.404224585226977
7.378e-05,1.135066957986534
7.387999999999999e-05,1.378446642330516
7.397999999999999e-05,1.154779351820867
7.408e-05,1.357735529183109
7.418e-05,1.177286905390388
7.428e-05,1.334437419719736
7.437999999999999e-05,1.201946218604353
7.447999999999999e-05,1.309191969812469
7.457999999999999e-05,1.228144036195292
7.468e-05,1.282681708517995
7.478e-05,1.255369535766093
7.488e-05,1.255613564223818
7.497999999999999e-05,1.282810953482053
7.507999999999999e-05,1.228697466320767
7.518e-05,1.309782207466278
7.528e-05,1.20387337389166
7.538e-05,1.335639922079372
7.548e-05,1.182191769362788
7.557999999999999e-05,1.359730078401956
7.567999999999999e-05,1.159207405412508
7.578e-05,1.374398415313106
7.588e-05,1.138883123269248
7.598e-05,1.392693962149148
7.607999999999999e-05,1.12177954202686
7.617999999999999e-05,1.415858089518048
7.627999999999999e-05,1.108301620385162
7.638e-05,1.427419764938344
7.648e-05,1.098811091200067
7.658e-05,1.434859203180637
7.667999999999999e-05,1.093539201450838
7.677999999999999e-05,1.437984790714194
7.688e-05,1.092631109257567
7.698e-05,1.436705147270164
7.708e-05,1.096121944332247
7.717999999999999e-05,1.431049521185501
7.727999999999999e-05,1.104014099176296
7.737999999999999e-05,1.421169187186611
7.748e-05,1.115988802256942
7.758e-05,1.407312100309658
7.768e-05,1.131643658348744
7.777999999999999e-05,1.389834643172273
7.787999999999999e-05,1.150751703665454
7.798e-05,1.361948095692547
7.808e-05,1.17277026211179
7.818e-05,1.339086761102685
7.827999999999999e-05,1.197044611671669
7.837999999999999e-05,1.31411445152524
7.847999999999999e-05,1.222991188949067
7.858e-05,1.2878483908114
7.868e-05,1.250095128054439
7.878e-05,1.260826675372905
7.887999999999999e-05,1.277550581927019
7.897999999999999e-05,1.233834458069148
7.908e-05,1.304663645956688
7.918e-05,1.208504161478764
7.928e-05,1.330784781406078
7.938e-05,1.186868281087212
7.947999999999999e-05,1.355265455126022
7.957999999999999e-05,1.16344158705615
7.968e-05,1.377474672457727
7.978e-05,1.142558543148585
7.988e-05,1.389440923522297
7.997999999999999e-05,1.124798658782269
8.007999999999999e-05,1.413189286662935
8.017999999999999e-05,1.110593352185747
8.028e-05,1.42550858091818
8.038e-05,1.100314854347499
8.048e-05,1.433759168787057
8.057999999999999e-05,1.09421631672255
8.067999999999999e-05,1.437724182130116
8.078e-05,1.092463013765248
8.088e-05,1.437293752425582
8.098e-05,1.095109072344997
8.107999999999999e-05,1.432471454404712
8.117999999999999e-05,1.10219101481799
8.127999999999999e-05,1.423388617235991
8.138e-05,1.113395915526548
8.148e-05,1.41027013429132
8.158e-05,1.12834504111892
8.167999999999999e-05,1.393457771789973
8.177999999999999e-05,1.146831492252219
8.188e-05,1.366050802451884
8.198e-05,1.168340656449107
8.208e-05,1.343659769809113
8.217999999999999e-05,1.19220644619096
8.227999999999999e-05,1.319032704272853
8.237999999999999e-05,1.217878520716311
8.248e-05,1.292983839842021
8.258e-05,1.244833641356433
8.268e-05,1.266046753990128
8.277999999999999e-05,1.272276115874521
8.287999999999999e-05,1.238995379702443
8.297999999999999e-05,1.299508954200375
8.308e-05,1.21318081923728
8.318e-05,1.325869021602276
8.327999999999999e-05,1.18939835670943
8.337999999999999e-05,1.350716679523092
8.347999999999999e-05,1.167766406121973
8.358e-05,1.373405933155923
8.368e-05,1.14634822143101
8.378e-05,1.386057828685773
8.387999999999999e-05,1.127950232579322
8.397999999999999e-05,1.410377036384862
8.407999999999999e-05,1.113032124721425
8.418e-05,1.423446816106113
8.428e-05,1.101972691887567
8.438e-05,1.432500643020833
8.447999999999999e-05,1.095055150408208
8.457999999999999e-05,1.43730163842412
8.468e-05,1.092459115128555
8.478e-05,1.43771916929507
8.488e-05,1.094256693225324
8.497999999999999e-05,1.433735685167197
8.507999999999999e-05,1.100458782778212
8.517999999999999e-05,1.425454904760147
8.528e-05,1.110867936750639
8.538e-05,1.413092108517777
8.548e-05,1.125175504118049
8.557999999999999e-05,1.396960075660348
8.567999999999999e-05,1.143023550634889
8.578e-05,1.370047752357144
8.588e-05,1.163994836963925
8.598e-05,1.348154473675886
8.607999999999999e-05,1.187436761052812
8.617999999999999e-05,1.323897391522448
8.627999999999999e-05,1.212810346623982
8.638e-05,1.298086739846231
8.648e-05,1.239590116261033
8.658e-05,1.27125466889387
8.667999999999999e-05,1.266994103579656
8.677999999999999e-05,1.244175545792889
8.687999999999999e-05,1.2943203889565
8.698e-05,1.217910852482802
8.708e-05,1.320898578008074
8.717999999999999e-05,1.193858283433865
8.727999999999999e-05,1.346086895651432
